customer_id,full_name,gender,birth_date,phone,email,city,region,loyalty_tier,registration_date
CUS00938,Hany Badawi,Male,08/09/1980,1086237437,hany.badawi71@outlook.com,Suez,Canal Zone,Bronze,27/07/2020
CUS00351,Essam Sayed,Male,15/10/1991,1250888822,,Alexandria,Alexandria,Bronze,06/01/2023
CUS01806,Osama Barakat,Male,11/10/1995,1025045536,,Hurghada,Red Sea,Bronze,15/09/2021
CUS01079,Adel Mahmoud,Male,15/08/1986,1146137452,adel.mahmoud19@hotmail.com,Cairo,Greater Cairo,Silver,24/09/2023
CUS02653,Suzy Younis,Female,22/11/1983,1169909888,suzy.younis45@hotmail.com,Giza,Greater Cairo,Silver,01/09/2023
CUS01339,Heba Fathy,Female,18/04/1976,1117886725,heba.fathy12@outlook.com,Cairo,Greater Cairo,Silver,05/04/2020
CUS02637,Khaled Rizk,Male,10/03/1993,1282041503,khaled.rizk32@hotmail.com,Ismailia,Canal Zone,Silver,14/08/2020
CUS02514,Fatima Attia,Female,20/05/1976,1233410233,fatima.attia53@gmail.com,Alexandria,Alexandria,Silver,22/09/2022
CUS02495,Bassem Sayed,Male,25/08/1976,1130416174,bassem.sayed61@gmail.com,Alexandria,Alexandria,Silver,24/06/2020
CUS01331,Khaled Mostafa,Male,26/07/1988,1089477464,khaled.mostafa83@hotmail.com,Alexandria,Alexandria,Platinum,19/12/2021
CUS02540,Ola Ahmed,Female,28/11/1974,1143260942,ola.ahmed46@outlook.com,Hurghada,Red Sea,Gold,19/10/2020
CUS00169,Reem Ramadan,Female,20/01/1995,1261052956,reem.ramadan69@gmail.com,Cairo,Greater Cairo,Gold,15/08/2020
CUS00966,Ahmed Shaaban,Male,20/11/1988,1050810571,ahmed.shaaban1@hotmail.com,Giza,Greater Cairo,Gold,02/03/2022
CUS01841,Essam Wahba,Male,23/01/1995,1025516055,essam.wahba59@outlook.com,Giza,Greater Cairo,Bronze,05/09/2021
CUS01322,Adel Mansour,Male,10/07/2002,1191793881,adel.mansour56@outlook.com,Cairo,Greater Cairo,Silver,06/05/2021
CUS02405,Fady Rizk,Male,13/06/2002,1052523431,fady.rizk52@hotmail.com,Tanta,Nile Delta,Gold,19/07/2020
CUS01919,Youssef Farouk,Male,27/11/1983,1273176382,youssef.farouk68@gmail.com,Giza,Greater Cairo,Bronze,20/07/2023
CUS02189,Hussein Hafez,Male,04/06/1971,1226811753,,Hurghada,Red Sea,Bronze,09/08/2020
CUS02530,Nader Mostafa,Male,27/07/1980,1173506512,,Sharm El Sheikh,South Sinai,Silver,06/11/2023
CUS02270,Adel Fathy,Male,14/07/1984,1137512732,adel.fathy39@hotmail.com,Alexandria,Alexandria,Bronze,04/08/2022
CUS01438,Samir Salem,Male,12/03/1973,1242519826,samir.salem23@yahoo.com,Tanta,Nile Delta,Bronze,09/04/2020
CUS00368,Shaimaa Khalil,Female,14/04/1982,1091315976,shaimaa.khalil35@outlook.com,Suez,Canal Zone,Bronze,13/06/2020
CUS00846,Fatima Lotfy,Female,25/04/1977,1141940192,fatima.lotfy70@hotmail.com,Giza,Greater Cairo,Bronze,07/02/2023
CUS02313,Reem Lotfy,Female,10/01/1992,1115083288,reem.lotfy19@hotmail.com,Alexandria,Alexandria,Silver,21/09/2023
CUS01414,Ramy Mohamed,Male,21/12/1975,1195883279,ramy.mohamed55@outlook.com,Cairo,Greater Cairo,Gold,17/08/2023
CUS01367,Hussein Lotfy,Male,27/03/1979,1160542762,,Tanta,Nile Delta,Bronze,20/06/2022
CUS00352,Samah Younis,Female,10/04/1983,1280383199,samah.younis53@outlook.com,Luxor,Upper Egypt,Silver,05/02/2021
CUS02780,Engy Ahmed,Female,20/01/1974,1098763518,,Cairo,Greater Cairo,Bronze,04/02/2023
CUS01189,Samir Ali,Male,08/12/1971,1220049039,samir.ali98@yahoo.com,Giza,Greater Cairo,Bronze,06/03/2021
CUS00888,Akram Abdallah,Male,19/01/1991,1253840780,akram.abdallah76@yahoo.com,Cairo,Greater Cairo,Bronze,24/06/2022
CUS01926,Emad Attia,Male,13/12/1978,1227373433,emad.attia84@outlook.com,Cairo,Greater Cairo,Platinum,01/07/2022
CUS02734,Hana Hafez,Female,21/12/1986,1094282500,,Port Said,Canal Zone,Bronze,18/10/2021
CUS02408,Doha Ali,Female,24/05/1986,1122268646,doha.ali34@yahoo.com,Cairo,Greater Cairo,Silver,26/08/2023
CUS00499,Tamer Gamal,Male,23/08/1991,1047358181,,Ismailia,Canal Zone,Silver,16/07/2023
CUS01703,Karim Fathy,Male,17/11/1974,1114466147,karim.fathy26@gmail.com,Giza,Greater Cairo,Platinum,10/07/2023
CUS00211,Osama Badawi,Male,05/08/1971,1295944345,osama.badawi43@outlook.com,Alexandria,Alexandria,Gold,23/09/2020
CUS02746,Hany Lotfy,Male,13/06/2000,1070971798,hany.lotfy30@hotmail.com,Hurghada,Red Sea,Bronze,15/10/2021
CUS01129,Noha Bakr,Female,01/10/1992,1199329766,,Giza,Greater Cairo,Bronze,02/04/2021
CUS00228,Noha Hamdy,Female,21/12/1999,1094195455,,Giza,Greater Cairo,Gold,23/05/2023
CUS00366,Mahmoud Barakat,Male,27/11/1996,1113180065,mahmoud.barakat7@yahoo.com,Giza,Greater Cairo,Bronze,28/10/2021
CUS01877,Aisha Mostafa,Female,20/11/1979,1138857058,,Alexandria,Alexandria,Silver,03/04/2021
CUS01019,Nader Ali,Male,08/07/1971,1152242979,nader.ali35@outlook.com,Suez,Canal Zone,Bronze,15/08/2021
CUS02016,Amr Ramadan,Male,27/01/1978,1099688354,amr.ramadan44@outlook.com,Giza,Greater Cairo,Bronze,12/03/2020
CUS02813,Engy Nasser,Female,02/09/2002,1023935976,engy.nasser75@yahoo.com,Mansoura,Nile Delta,Bronze,08/09/2021
CUS01599,Omar Rizk,Male,14/06/2001,1211711039,omar.rizk79@yahoo.com,Cairo,Greater Cairo,Silver,20/06/2021
CUS00408,Amr Shaaban,Male,04/01/1992,1176041312,amr.shaaban63@gmail.com,Cairo,Greater Cairo,Bronze,09/11/2021
CUS02002,Salma Attia,Female,26/12/1982,1069118335,salma.attia24@gmail.com,Cairo,Greater Cairo,Bronze,02/02/2022
CUS02135,Noha Badawi,Female,13/12/1989,1053604277,noha.badawi11@gmail.com,Tanta,Nile Delta,Gold,08/01/2021
CUS02372,Ibrahim Hamdy,Male,01/10/1991,1142247766,ibrahim.hamdy10@outlook.com,Aswan,Upper Egypt,Bronze,21/02/2022
CUS01222,Akram Lotfy,Male,14/03/1981,1293199234,akram.lotfy73@outlook.com,Cairo,Greater Cairo,Bronze,12/04/2021
CUS02261,Hassan Gouda,Male,12/11/1997,1184890137,hassan.gouda17@hotmail.com,Hurghada,Red Sea,Gold,01/11/2023
CUS02764,Nour Nasser,Female,05/08/2002,1022670073,nour.nasser79@yahoo.com,Giza,Greater Cairo,Gold,12/02/2020
CUS01826,Youssef Fathy,Male,10/11/2001,1031224800,youssef.fathy27@gmail.com,Alexandria,Alexandria,Bronze,05/06/2021
CUS00008,Ayman Lotfy,Male,07/12/1970,1047358810,,Luxor,Upper Egypt,Bronze,11/06/2021
CUS02180,Zeinab Lotfy,Female,18/09/2001,1152875790,zeinab.lotfy10@outlook.com,Alexandria,Alexandria,Bronze,28/01/2022
CUS02793,Mahmoud Badawi,Male,20/02/1977,1176988422,mahmoud.badawi17@gmail.com,Alexandria,Alexandria,Gold,05/02/2020
CUS01973,Mohamed Fathy,Male,24/05/1995,1215375433,mohamed.fathy41@hotmail.com,Cairo,Greater Cairo,Silver,04/10/2021
CUS00416,Heba Ramadan,Female,16/05/1981,1154866590,heba.ramadan17@hotmail.com,Giza,Greater Cairo,Bronze,26/12/2022
CUS01011,Fady Rizk,Male,21/03/1974,1219031885,,Cairo,Greater Cairo,Bronze,14/06/2022
CUS00747,Hassan Ahmed,Male,18/05/1981,1166809533,hassan.ahmed92@gmail.com,Giza,Greater Cairo,Gold,09/02/2020
CUS02859,Samir Ismail,Male,05/09/1973,1121971638,samir.ismail99@hotmail.com,Cairo,Greater Cairo,Bronze,02/10/2022
CUS01986,Khaled Mohamed,Male,16/01/1994,1043265405,khaled.mohamed47@yahoo.com,Cairo,Greater Cairo,Bronze,22/02/2021
CUS00200,Shaimaa Ahmed,Female,25/09/1991,1072930506,shaimaa.ahmed46@hotmail.com,Hurghada,Red Sea,Silver,02/03/2022
CUS00284,Nadia Barakat,Female,06/07/1990,1175937784,nadia.barakat57@gmail.com,Cairo,Greater Cairo,Bronze,02/03/2021
CUS00232,Sara Ismail,Female,03/02/1999,1133999716,sara.ismail90@yahoo.com,Alexandria,Alexandria,Bronze,28/03/2023
CUS01911,Noha Farouk,Female,03/07/1982,1157755049,noha.farouk42@hotmail.com,Giza,Greater Cairo,Bronze,14/03/2022
CUS01012,Dina Lotfy,Female,11/10/1983,1183433438,dina.lotfy18@gmail.com,Ismailia,Canal Zone,Platinum,14/03/2022
CUS00097,Radwa Ibrahim,Female,15/01/1979,1254522084,radwa.ibrahim10@yahoo.com,Alexandria,Alexandria,Bronze,13/07/2022
CUS01413,Ashraf Gamal,Male,04/12/1971,1175205893,ashraf.gamal51@yahoo.com,Cairo,Greater Cairo,Bronze,08/07/2021
CUS02994,Nour Ali,Female,19/06/2003,1051850765,nour.ali87@outlook.com,Giza,Greater Cairo,Silver,13/04/2020
CUS01989,Neveen Ahmed,Female,28/05/1976,1287917351,neveen.ahmed25@yahoo.com,Giza,Greater Cairo,Bronze,18/06/2021
CUS02484,Sherif Younis,Male,20/09/1980,1075866125,sherif.younis75@yahoo.com,Cairo,Greater Cairo,Silver,26/10/2020
CUS01937,Hussein Ragab,Male,01/08/1994,1282089297,hussein.ragab75@hotmail.com,Cairo,Greater Cairo,Silver,02/02/2022
CUS01533,Neveen Barakat,Female,24/07/1995,1124002515,neveen.barakat45@yahoo.com,Tanta,Nile Delta,Silver,02/07/2021
CUS02911,Mohamed Fathy,Male,03/03/1977,1059097424,mohamed.fathy77@gmail.com,Cairo,Greater Cairo,Gold,10/03/2020
CUS02631,Lobna Fathy,Female,20/03/1989,1236982938,lobna.fathy4@yahoo.com,Mansoura,Nile Delta,Silver,14/02/2022
CUS01466,Hana Salem,Female,25/06/1979,1124205791,hana.salem24@hotmail.com,Cairo,Greater Cairo,Gold,24/11/2020
CUS01449,Hassan Gouda,Male,13/12/1985,1211695218,hassan.gouda55@outlook.com,Port Said,Canal Zone,Bronze,02/01/2021
CUS00105,Hoda Salem,Female,08/07/1993,1249057246,hoda.salem2@yahoo.com,Suez,Canal Zone,Bronze,05/09/2021
CUS02594,Amira Amin,Female,27/04/1984,1168504096,,Alexandria,Alexandria,Bronze,26/05/2022
CUS01101,Reham Attia,Female,25/06/1987,1125017061,reham.attia96@outlook.com,Cairo,Greater Cairo,Bronze,04/08/2021
CUS02292,Reham Ali,Female,13/11/1984,1085487077,reham.ali47@hotmail.com,Giza,Greater Cairo,Silver,02/08/2020
CUS02894,Mahmoud Younis,Male,28/11/1979,1193504533,mahmoud.younis66@hotmail.com,Mansoura,Nile Delta,Silver,09/03/2021
CUS01601,Dina Gamal,Female,01/10/1985,1032302166,dina.gamal31@outlook.com,Cairo,Greater Cairo,Silver,02/01/2022
CUS02509,Samir Hafez,Male,21/03/1977,1161465683,samir.hafez85@yahoo.com,Aswan,Upper Egypt,Bronze,27/07/2022
CUS00777,Sara Salem,Female,08/01/1977,1046245645,sara.salem99@outlook.com,Cairo,Greater Cairo,Silver,22/08/2020
CUS00227,Ashraf Nasser,Male,10/06/1978,1096924795,ashraf.nasser59@gmail.com,Ismailia,Canal Zone,Bronze,25/08/2023
CUS01273,Walid Mostafa,Male,02/09/1973,1228885625,,Hurghada,Red Sea,Silver,11/06/2022
CUS02335,Magdy Salem,Male,04/02/1988,1147602402,magdy.salem91@gmail.com,Cairo,Greater Cairo,Bronze,16/05/2020
CUS01589,Magdy Salem,Male,13/03/1984,1120130392,magdy.salem80@outlook.com,Giza,Greater Cairo,Bronze,12/02/2020
CUS02111,Aisha Saad,Female,12/09/1973,1013009431,aisha.saad9@outlook.com,Cairo,Greater Cairo,Bronze,15/04/2023
CUS02453,Shaimaa Hafez,Female,08/12/1989,1017338859,shaimaa.hafez17@outlook.com,Alexandria,Alexandria,Bronze,23/11/2022
CUS01074,Noha Mansour,Female,01/10/1977,1141663551,noha.mansour4@hotmail.com,Cairo,Greater Cairo,Gold,16/05/2023
CUS00701,Reem Mahmoud,Female,11/06/1993,1065383843,,Alexandria,Alexandria,Bronze,26/11/2023
CUS01136,Reham Zaki,Female,16/10/2002,1129538668,reham.zaki7@hotmail.com,Cairo,Greater Cairo,Bronze,25/12/2023
CUS02833,Neveen Gamal,Female,13/10/1974,1188557831,neveen.gamal36@hotmail.com,Cairo,Greater Cairo,Gold,04/11/2022
CUS02801,Akram Younis,Male,05/12/1993,1141548797,,Hurghada,Red Sea,Bronze,14/06/2020
CUS00465,Ola Younis,Female,26/12/1999,1168527249,ola.younis88@hotmail.com,Ismailia,Canal Zone,Silver,19/02/2023
CUS00848,Magdy Nasser,Male,13/02/1986,1181696670,magdy.nasser86@yahoo.com,Sharm El Sheikh,South Sinai,Gold,01/02/2021
CUS00756,Tarek Ahmed,Male,04/10/2003,1175433400,tarek.ahmed96@gmail.com,Hurghada,Red Sea,Silver,11/07/2021
CUS02995,Wael Fathy,Male,03/04/1985,1050123125,wael.fathy57@gmail.com,Cairo,Greater Cairo,Gold,06/07/2023
CUS01335,Emad Nasser,Male,14/11/2000,1198153057,emad.nasser37@gmail.com,Ismailia,Canal Zone,Bronze,24/02/2022
CUS02715,Reem Ramadan,Female,27/02/1994,1261992603,reem.ramadan20@hotmail.com,Cairo,Greater Cairo,Bronze,05/11/2020
CUS02242,Nour Salem,Female,14/05/1990,1066329361,nour.salem53@outlook.com,Cairo,Greater Cairo,Silver,22/09/2023
CUS02023,Reham Wahba,Female,14/03/2000,1044660244,reham.wahba92@yahoo.com,Port Said,Canal Zone,Silver,11/02/2021
CUS00213,Dina Hamdy,Female,27/02/1991,1148917593,dina.hamdy25@hotmail.com,Mansoura,Nile Delta,Silver,21/02/2023
CUS00013,Mona Badawi,Female,04/07/1983,1297734330,mona.badawi45@gmail.com,Aswan,Upper Egypt,Gold,25/02/2023
CUS02952,Ahmed Lotfy,Male,19/07/1991,1129600614,,Tanta,Nile Delta,Bronze,28/07/2021
CUS00423,Samir Bakr,Male,27/11/1973,1057712141,samir.bakr69@gmail.com,Cairo,Greater Cairo,Gold,09/11/2023
CUS01652,Manar Gouda,Female,22/04/1978,1019875253,manar.gouda60@yahoo.com,Giza,Greater Cairo,Silver,11/06/2023
CUS02021,Dina Lotfy,Female,23/09/1985,1168607910,dina.lotfy63@hotmail.com,Ismailia,Canal Zone,Bronze,11/12/2020
CUS02891,Dina Mostafa,Female,26/04/1984,1191886893,dina.mostafa35@yahoo.com,Giza,Greater Cairo,Silver,03/05/2021
CUS02475,Sherif Fathy,Male,07/10/1994,1084663795,sherif.fathy64@hotmail.com,Alexandria,Alexandria,Bronze,06/03/2023
CUS02684,Hossam Sayed,Male,08/06/1984,1091089799,hossam.sayed53@yahoo.com,Giza,Greater Cairo,Silver,23/12/2022
CUS02478,Fatima Salem,Female,22/08/2001,1057613415,fatima.salem43@gmail.com,Hurghada,Red Sea,Silver,11/01/2023
CUS01094,Hana Shaaban,Female,23/06/1974,1276597407,hana.shaaban28@hotmail.com,Alexandria,Alexandria,Bronze,08/10/2023
CUS01731,Fatima Ragab,Female,18/11/1981,1039778113,fatima.ragab82@hotmail.com,Giza,Greater Cairo,Gold,11/04/2023
CUS02184,Ahmed Mansour,Male,18/11/2002,1057853708,ahmed.mansour88@hotmail.com,Giza,Greater Cairo,Bronze,28/02/2021
CUS00510,Radwa Ramadan,Female,15/02/1978,1092631573,radwa.ramadan8@yahoo.com,Zagazig,Nile Delta,Bronze,19/02/2021
CUS00645,Sherif Salem,Male,08/05/1970,1092170846,sherif.salem25@outlook.com,Cairo,Greater Cairo,Bronze,19/09/2021
CUS00598,Emad Mostafa,Male,16/06/1982,1186424646,emad.mostafa68@yahoo.com,Cairo,Greater Cairo,Bronze,22/06/2021
CUS02615,Ali Attia,Male,01/10/1980,1298678041,ali.attia6@gmail.com,Giza,Greater Cairo,Silver,02/08/2020
CUS00799,Tarek Sayed,Male,01/05/1972,1264913597,tarek.sayed27@gmail.com,Tanta,Nile Delta,Bronze,20/04/2022
CUS02807,Hany Badawi,Male,02/06/1980,1086984297,hany.badawi50@yahoo.com,Zagazig,Nile Delta,Silver,12/01/2021
CUS02688,Omar Saad,Male,20/03/1997,1032247105,omar.saad67@gmail.com,Giza,Greater Cairo,Bronze,11/09/2021
CUS00519,Hana Ragab,Female,03/10/1973,1191916907,hana.ragab36@hotmail.com,Ismailia,Canal Zone,Silver,08/03/2023
CUS00913,Hany Saad,Male,23/09/1995,1240595207,hany.saad62@yahoo.com,Mansoura,Nile Delta,Bronze,19/10/2023
CUS00574,Salma Abdallah,Female,02/04/2001,1050525421,salma.abdallah37@hotmail.com,Mansoura,Nile Delta,Bronze,27/11/2023
CUS02978,Ghada Mostafa,Female,20/04/1994,1071171240,ghada.mostafa25@outlook.com,Cairo,Greater Cairo,Gold,03/09/2021
CUS02771,Radwa Mansour,Female,18/11/1989,1285380078,,Cairo,Greater Cairo,Bronze,16/10/2022
CUS01393,Reem Wahba,Female,06/05/1980,1163711215,reem.wahba43@gmail.com,Cairo,Greater Cairo,Silver,11/11/2020
CUS02029,Salma Barakat,Female,09/11/1997,1018281699,salma.barakat56@yahoo.com,Cairo,Greater Cairo,Gold,06/04/2020
CUS01801,Adel Badawi,Male,16/11/1982,1257969943,adel.badawi56@gmail.com,Port Said,Canal Zone,Bronze,07/10/2020
CUS02488,Osama Nasser,Male,20/06/1999,1181273514,osama.nasser33@yahoo.com,Luxor,Upper Egypt,Silver,28/01/2021
CUS01489,Hassan Salem,Male,19/09/1998,1190675884,hassan.salem98@hotmail.com,Giza,Greater Cairo,Gold,28/03/2022
CUS00124,Mahmoud Gouda,Male,11/10/1993,1187110685,mahmoud.gouda36@outlook.com,Cairo,Greater Cairo,Bronze,05/10/2021
CUS01229,Essam Hamdy,Male,01/11/1985,1192636112,essam.hamdy62@yahoo.com,Ismailia,Canal Zone,Bronze,10/01/2022
CUS00221,Ibrahim Salem,Male,06/08/2000,1099945021,ibrahim.salem33@hotmail.com,Mansoura,Nile Delta,Silver,04/01/2023
CUS02956,Nadia Amin,Female,11/08/1988,1078222824,nadia.amin43@outlook.com,Tanta,Nile Delta,Bronze,26/03/2021
CUS00359,Rana Ibrahim,Female,09/11/1970,1069144114,rana.ibrahim28@outlook.com,Port Said,Canal Zone,Silver,26/11/2020
CUS01607,Omar Shaaban,Male,08/03/1973,1053842699,omar.shaaban46@hotmail.com,Cairo,Greater Cairo,Silver,26/01/2023
CUS01863,Akram Ali,Male,16/01/1987,1071551989,,Cairo,Greater Cairo,Bronze,13/12/2020
CUS02426,Hassan Mahmoud,Male,17/09/1998,1156375778,hassan.mahmoud96@gmail.com,Suez,Canal Zone,Bronze,17/02/2022
CUS00260,Bassem Fathy,Male,22/10/1977,1198594248,bassem.fathy21@gmail.com,Cairo,Greater Cairo,Silver,16/05/2023
CUS02818,Youssef Amin,Male,25/03/1998,1163283208,youssef.amin2@hotmail.com,Cairo,Greater Cairo,Silver,03/02/2022
CUS00872,Sherif Mansour,Male,05/12/1976,1018444387,sherif.mansour81@hotmail.com,Cairo,Greater Cairo,Silver,13/01/2020
CUS02431,Ola Ismail,Female,10/11/1975,1252294327,ola.ismail54@gmail.com,Mansoura,Nile Delta,Silver,25/01/2022
CUS01643,Hussein Gouda,Male,24/04/1971,1058344299,,Alexandria,Alexandria,Bronze,21/07/2021
CUS01988,Shaimaa Saad,Female,26/07/1979,1221444897,shaimaa.saad98@hotmail.com,Alexandria,Alexandria,Bronze,17/07/2021
CUS02497,Tarek Ibrahim,Male,03/07/2003,1156647252,tarek.ibrahim40@hotmail.com,Alexandria,Alexandria,Silver,09/07/2023
CUS02421,Samir Wahba,Male,28/04/1988,1285640452,samir.wahba29@hotmail.com,Cairo,Greater Cairo,Silver,23/01/2023
CUS01552,Fatima Ahmed,Female,24/11/1999,1058882805,fatima.ahmed50@gmail.com,Mansoura,Nile Delta,Gold,06/06/2021
CUS02841,Karim Nasser,Male,04/07/2003,1065602912,karim.nasser55@gmail.com,Giza,Greater Cairo,Bronze,08/05/2022
CUS02762,Walid Ismail,Male,28/07/1978,1135888722,walid.ismail3@hotmail.com,Cairo,Greater Cairo,Bronze,10/10/2021
CUS02363,Tamer Sayed,Male,27/03/1995,1170232336,tamer.sayed62@yahoo.com,Giza,Greater Cairo,Gold,26/06/2021
CUS00457,Maged Ragab,Male,12/01/1995,1078123659,maged.ragab54@yahoo.com,Cairo,Greater Cairo,Bronze,02/07/2020
CUS00463,Engy Khalil,Female,01/05/1981,1098538924,engy.khalil45@outlook.com,Zagazig,Nile Delta,Silver,17/03/2020
CUS02260,Ayman Younis,Male,16/06/1974,1121219525,ayman.younis23@hotmail.com,Giza,Greater Cairo,Bronze,19/12/2020
CUS00786,Hussein Rizk,Male,18/10/1980,1021007045,hussein.rizk14@gmail.com,Suez,Canal Zone,Silver,24/04/2023
CUS01563,Heba Ismail,Female,05/09/1995,1262514007,,Hurghada,Red Sea,Silver,03/04/2022
CUS00382,Akram Wahba,Male,16/03/1972,1050446284,akram.wahba58@gmail.com,Tanta,Nile Delta,Bronze,18/11/2023
CUS01867,Maged Gouda,Male,17/04/2000,1041683303,maged.gouda42@outlook.com,Cairo,Greater Cairo,Gold,23/05/2022
CUS02150,Ghada Saad,Female,21/09/1997,1276458477,ghada.saad67@outlook.com,Aswan,Upper Egypt,Bronze,28/01/2020
CUS01262,Reem Nasser,Female,25/03/1979,1193942023,reem.nasser60@yahoo.com,Hurghada,Red Sea,Gold,14/02/2021
CUS02806,Samir Shaaban,Male,06/08/1972,1155695129,samir.shaaban93@hotmail.com,Ismailia,Canal Zone,Silver,02/07/2023
CUS01698,Emad Mansour,Male,11/01/1999,1193274386,emad.mansour22@yahoo.com,Cairo,Greater Cairo,Bronze,07/07/2020
CUS01455,Shaimaa Mansour,Female,06/06/1976,1178633402,shaimaa.mansour27@outlook.com,Cairo,Greater Cairo,Gold,01/08/2022
CUS00839,Amira Barakat,Female,11/10/1990,1043813544,amira.barakat76@hotmail.com,Alexandria,Alexandria,Gold,02/11/2022
CUS01300,Magdy Khalil,Male,15/11/1979,1024020462,magdy.khalil5@yahoo.com,Tanta,Nile Delta,Bronze,18/06/2020
CUS01054,Ibrahim Younis,Male,19/09/2001,1225021199,ibrahim.younis53@hotmail.com,Hurghada,Red Sea,Silver,06/11/2020
CUS01081,Ibrahim Barakat,Male,03/07/1983,1036983030,ibrahim.barakat55@gmail.com,Hurghada,Red Sea,Gold,18/09/2023
CUS01739,Mohamed Mostafa,Male,07/04/1993,1147608279,,Giza,Greater Cairo,Silver,06/08/2023
CUS01478,Karim Saad,Male,07/04/1996,1179443222,karim.saad48@gmail.com,Hurghada,Red Sea,Bronze,20/07/2023
CUS02398,Eman Amin,Female,02/08/1985,1066684607,eman.amin29@hotmail.com,Cairo,Greater Cairo,Silver,03/01/2022
CUS01993,Dalia Hamdy,Female,16/04/1993,1189684093,dalia.hamdy84@hotmail.com,Mansoura,Nile Delta,Bronze,19/01/2023
CUS01534,Emad Shaaban,Male,05/08/1978,1094439916,emad.shaaban39@gmail.com,Cairo,Greater Cairo,Bronze,23/10/2020
CUS01234,Ola Mahmoud,Female,08/12/2000,1232341708,ola.mahmoud25@hotmail.com,Cairo,Greater Cairo,Bronze,27/10/2020
CUS00543,Samah Shaaban,Female,09/12/1978,1020271291,samah.shaaban2@yahoo.com,Cairo,Greater Cairo,Silver,19/12/2020
CUS01293,Tamer Salem,Male,20/09/1994,1040051846,tamer.salem85@hotmail.com,Alexandria,Alexandria,Silver,08/01/2023
CUS01318,Mohamed Bakr,Male,10/03/1978,1222828052,mohamed.bakr5@gmail.com,Zagazig,Nile Delta,Bronze,09/02/2022
CUS01230,Suzy Rizk,Female,06/12/1977,1140271240,suzy.rizk52@gmail.com,Giza,Greater Cairo,Bronze,16/01/2020
CUS01843,Shaimaa Barakat,Female,18/07/1983,1151561050,,Giza,Greater Cairo,Bronze,13/04/2020
CUS01118,Rania Ali,Female,20/05/2001,1227532794,rania.ali93@yahoo.com,Luxor,Upper Egypt,Silver,24/10/2023
CUS02460,Lobna Farouk,Female,05/12/1984,1251484355,lobna.farouk64@hotmail.com,Giza,Greater Cairo,Gold,28/05/2020
CUS02273,Nader Hamdy,Male,28/10/2001,1282191219,nader.hamdy6@gmail.com,Alexandria,Alexandria,Bronze,19/06/2020
CUS02873,Ola Mansour,Female,12/07/1993,1131423696,ola.mansour77@gmail.com,Suez,Canal Zone,Silver,03/05/2022
CUS02728,Mona Khalil,Female,24/01/1994,1080225784,mona.khalil75@yahoo.com,Cairo,Greater Cairo,Silver,17/12/2020
CUS02942,Karim Ahmed,Male,20/05/1972,1140922596,karim.ahmed58@outlook.com,Mansoura,Nile Delta,Bronze,13/10/2021
CUS01768,Aisha Amin,Female,21/09/1987,1185426728,aisha.amin5@gmail.com,Alexandria,Alexandria,Bronze,26/03/2023
CUS02646,Youssef Zaki,Male,18/11/1979,1139079617,youssef.zaki91@outlook.com,Giza,Greater Cairo,Silver,19/09/2021
CUS02459,Akram Khalil,Male,26/01/1984,1063602031,akram.khalil32@yahoo.com,Alexandria,Alexandria,Bronze,23/08/2023
CUS01753,Mohamed Fathy,Male,17/05/1974,1162457729,mohamed.fathy91@yahoo.com,Cairo,Greater Cairo,Silver,28/12/2022
CUS02682,Tamer Nasser,Male,14/09/1980,1226188579,tamer.nasser43@hotmail.com,Aswan,Upper Egypt,Silver,09/03/2021
CUS00436,Ashraf Salem,Male,24/08/1981,1080793145,ashraf.salem83@gmail.com,Tanta,Nile Delta,Bronze,05/02/2022
CUS01412,Reem Hassan,Female,07/08/1997,1270111368,reem.hassan16@hotmail.com,Cairo,Greater Cairo,Silver,14/11/2021
CUS00238,Mahmoud Abdallah,Male,01/05/1977,1192882398,,Cairo,Greater Cairo,Bronze,17/10/2021
CUS01056,Walid Ismail,Male,11/01/1976,1216229481,walid.ismail31@gmail.com,Giza,Greater Cairo,Bronze,23/09/2022
CUS00110,Mona Salem,Female,09/03/1973,1079342339,,Cairo,Greater Cairo,Bronze,07/02/2022
CUS00782,Doha Amin,Female,27/09/1989,1149386369,doha.amin18@hotmail.com,Alexandria,Alexandria,Bronze,09/03/2023
CUS02090,Tarek Mostafa,Male,09/04/1989,1129770026,tarek.mostafa34@hotmail.com,Giza,Greater Cairo,Bronze,21/08/2022
CUS00164,Dina Lotfy,Female,20/11/2003,1240524866,dina.lotfy78@hotmail.com,Alexandria,Alexandria,Bronze,05/09/2023
CUS00289,Manar Mahmoud,Female,06/04/1971,1164008708,manar.mahmoud63@outlook.com,Giza,Greater Cairo,Bronze,20/11/2022
CUS00253,Doha Mostafa,Female,17/02/1999,1076547299,,Luxor,Upper Egypt,Bronze,04/08/2022
CUS02133,Neveen Gamal,Female,01/07/1984,1130120034,neveen.gamal27@hotmail.com,Alexandria,Alexandria,Bronze,12/08/2023
CUS02052,Hossam Nasser,Male,27/02/1990,1259184207,hossam.nasser87@outlook.com,Alexandria,Alexandria,Silver,27/12/2022
CUS00768,Nader Bakr,Male,16/12/1985,1165013238,nader.bakr76@hotmail.com,Luxor,Upper Egypt,Bronze,21/08/2021
CUS00788,Akram Younis,Male,13/03/1992,1265236368,akram.younis16@outlook.com,Giza,Greater Cairo,Bronze,20/11/2022
